ID or #		Start	End
============================
gene0		256	1803
gene1		2545	3669
gene2		3691	4905
gene3		4898	5461
gene4		5819	7981
gene5		8050	10746
gene6		10743	11243
gene7		11344	11417
gene8		11649	11724
gene9		11840	13309
gene10		13778	14350
gene11		14369	14815
gene12		14903	16687
gene13		16684	17190
gene14		17247	18734
gene15		18731	19597
gene16		19701	21164
gene17		21172	22641
gene18		22679	23017
gene19		23099	23701
gene20		23705	23971
gene21		23977	25641
gene22		25657	26355
gene23		26395	27405
gene24		27402	28301
gene25		28402	28836
gene26		28833	29612
gene27		29648	30592
gene28		30589	30930
gene29		31066	32319
gene30		32352	33143
gene31		33374	34282
gene32		34559	35776
gene33		35773	36873
gene34		37025	37624
gene35		37814	39064
gene36		39120	42644
gene37		42702	43832
gene38		43954	44520
gene39		44715	45239
gene42		48390	51200
gene43		51201	52301
gene44		52331	53593
gene45		54057	54203
gene46		54270	54449
gene47		54461	54769
gene48		55113	55328
gene49		55438	56880
gene50		56936	57476
gene51		57556	57732
gene52		57787	59094
gene53		59243	59386
gene54		59614	59856
gene55		60029	61894
gene56		61913	62452
gene57		62456	63349
gene58		63346	63657
gene59		63648	66275
gene60		66272	66724
gene61		66721	66981
gene62		66978	68690
gene63		68791	69580
gene64		69829	69906
gene65		70220	70747
gene66		71017	71805
gene67		71883	72110
gene68		72151	72798
gene69		72950	74185
gene70		74371	74901
gene71		74913	75854
gene72		76022	76327
gene73		76484	77137
gene74		77183	79459
gene75		79492	81606
gene76		81603	83048
gene77		83045	84469
gene78		84466	86181
gene79		86185	86745
gene80		86742	87653
gene81		87904	87990
gene82		88162	88512
gene83		88689	89696
gene84		89693	90253
gene85		90255	91760
gene86		91873	92838
gene87		93183	94463
gene88		94761	95312
gene89		95385	96110
gene90		96197	97102
gene91		97155	98546
gene92		98686	100023
gene93		100151	101071
gene94		101174	102259
gene95		102325	103173
gene96		103196	103744
gene97		103778	104869
gene98		104892	106394
gene99		106495	107568
gene100		107574	108248
gene101		108252	109682
gene102		109806	110264
gene103		110396	111235
gene104		111391	112905
gene105		113101	114819
gene106		114887	115315
gene107		115477	116595
gene108		116589	118715
gene109		118814	119383
gene110		119393	120901
gene111		120985	121311
gene112		121308	122258
gene113		122476	123654
gene114		123698	124981
gene115		125097	125906
gene116		125934	126563
gene117		126653	127240
gene118		127338	128771
gene119		128806	130038
gene120		130025	131209
gene121		131259	131810
gene122		131851	132918
gene123		133313	135403
gene124		135421	136041
gene125		136068	136985
gene126		136982	137362
gene127		137359	138003
gene128		138000	138533
gene129		138514	139026
gene130		139023	140708
gene131		140705	141655
gene132		141790	142266
gene133		142528	142977
gene134		143073	145238
gene135		145286	146176
gene136		146289	147194
gene137		147226	148728
gene138		148768	150237
gene139		150414	151640
gene140		151817	152632
gene141		152629	153096
gene142		153093	153791
gene143		153867	154898
gene144		154895	155593
gene145		155641	156123
gene146		156274	158337
gene147		158378	158887
gene148		158880	160754
gene149		160923	161912
gene150		161945	163459
gene151		163461	163700
gene152		163865	164167
gene153		164324	166879
gene154		167205	167387
gene155		167484	167999
gene156		168037	168978
gene157		169011	169841
gene158		169855	171291
gene159		171381	172550
gene160		172777	173895
gene161		174032	174991
gene162		175071	176174
gene163		176260	177039
gene164		177132	178157
gene165		178173	178799
gene166		178939	179613
gene167		179772	179847
gene168		179906	180631
gene169		180665	181534
gene170		181640	182917
gene171		183018	183941
gene172		184096	185778
gene173		185915	186919
gene174		186916	187908
gene175		187911	189665
gene176		189794	190960
gene177		190981	193056
gene178		193489	194829
gene179		194861	195238
gene180		195347	195910
gene181		195907	196836
gene182		196915	197889
gene183		197897	198292
gene184		198418	198490
gene185		198607	198680
gene186		198753	198828
gene187		198921	199535
gene188		199543	199809
gene189		200011	201870
gene190		201954	203420
gene191		203627	205450
gene192		205588	206133
gene193		206143	207045
gene194		207064	207891
gene195		207936	208844
gene196		208903	209349
gene197		209417	210004
gene200		210975	212060
gene201		212128	212496
gene202		212460	213164
gene203		213248	214144
gene204		214196	215551
gene205		215748	216770
gene206		216829	218295
gene207		218565	219872
gene208		219906	221669
gene209		221736	222956
gene210		223131	223574
gene211		223583	224224
gene212		224398	225800
gene213		225846	226091
gene214		226304	227050
gene216		228785	229438
gene217		229574	229966
gene218		230074	231312
gene219		231379	231930
gene220		232067	233356
gene221		233485	235704
gene222		235876	236661
gene224		237462	238175
gene225		238326	240023
gene226		240141	241517
gene227		241565	242770
gene228		242800	244413
gene229		244691	245155
gene230		245227	246276
gene231		246384	248747
gene232		249598	250644
gene233		250719	251234
gene234		251238	252608
gene235		252833	253765
gene236		253975	254511
gene237		254520	255326
gene238		255336	256220
gene239		256424	257302
gene240		257442	258239
gene241		258291	259580
gene242		259529	261733
gene243		261944	263200
gene244		263232	264101
gene245		264489	265910
gene246		265921	266679
gene247		266676	267422
gene248		267486	267866
gene249		268103	270409
gene250		270406	271200
gene251		271197	271463
gene252		271800	272246
gene253		272284	272439
gene254		272526	272729
gene255		272733	273296
gene256		273394	274386
gene258		276560	277630
gene259		277899	280883
gene260		281121	282407
gene261		282636	283649
gene262		283646	284902
gene263		284946	285545
gene264		285661	289140
gene265		289219	289884
gene266		289923	290909
gene267		290924	291023
gene268		291178	291263
gene269		291482	293044
gene270		293132	294847
gene271		294976	295872
gene272		295987	296919
gene273		297065	297844
gene274		297938	299020
gene275		299142	300560
gene276		300744	301646
gene277		301780	302562
gene278		302559	303596
gene279		303664	305298
gene280		305432	306379
gene281		306545	307678
gene282		307767	308954
gene283		308951	309748
gene284		309745	310662
gene285		310697	312223
gene286		312404	313177
gene287		313199	313756
gene288		313835	315616
gene289		315768	316976
gene290		316951	317415
gene291		317504	317917
gene292		318304	321240
gene293		321253	322419
gene294		322537	323370
gene295		323382	324065
gene296		324217	324390
gene297		324412	325671
gene298		325923	326408
gene299		326500	327555
gene300		327612	328457
